NAV,RP,SP,Date,
489.4206,484.5264,489.4206,14-Sep-16,
489.0064,484.1163,489.0064,15-Sep-16,
489.2563,484.3637,489.2563,16-Sep-16,
491.621,486.7048,491.621,19-Sep-16,
489.758,484.8604,489.758,20-Sep-16,
489.4042,484.5102,489.4042,21-Sep-16,
494.115,489.1739,494.115,22-Sep-16,
492.6565,487.7299,492.6565,23-Sep-16,
488.4167,483.5325,488.4167,26-Sep-16,
487.4576,482.583,487.4576,27-Sep-16,
490.7686,485.8609,490.7686,28-Sep-16,
481.1876,476.3757,481.1876,29-Sep-16,
485.8164,480.9582,485.8164,30-Sep-16,
492.2104,487.2883,492.2104,3-Oct-16,
495.5407,490.5853,495.5407,4-Oct-16,
496.0712,491.1105,496.0712,5-Oct-16,
494.3399,489.3965,494.3399,6-Oct-16,
493.8173,488.8791,493.8173,7-Oct-16,
494.3557,489.4121,494.3557,10-Oct-16,
488.3037,483.4207,488.3037,13-Oct-16,
489.5995,484.7035,489.5995,14-Oct-16,
486.1743,481.3126,486.1743,17-Oct-16,
492.5642,487.6386,492.5642,18-Oct-16,
492.0759,487.1551,492.0759,19-Oct-16,
493.9022,488.9632,493.9022,20-Oct-16,
,,,,
,,,,
